tcd01.CHR	02/02/2021	16:10:49	"CO2"	1.436	27.0896	6.289
tcd02.CHR	02/02/2021	16:16:03	"CO2"	1.440	54.5896	12.518
tcd03.CHR	02/02/2021	16:21:17	"CO2"	1.446	115.2948	26.331
tcd04.CHR	02/02/2021	16:26:31	"CO2"	1.443	2.7722	0.544
tcd05.CHR	02/02/2021	16:31:46	"CO2"	1.430	1.8816	0.352
tcd06.CHR	02/02/2021	16:37:00	"CO2"	1.446	1.7196	0.403
tcd07.CHR	02/02/2021	16:42:14	"CO2"	1.453	2.2520	0.534
tcd08.CHR	02/02/2021	16:47:28	"CO2"	1.446	3.9836	0.865
tcd09.CHR	02/02/2021	16:52:42	"CO2"	1.443	4.3932	0.898
tcd10.CHR	02/02/2021	16:57:57	"CO2"	1.450	4.4552	0.958
tcd11.CHR	02/02/2021	17:03:11	"CO2"	1.456	4.2784	0.954
tcd12.CHR	02/02/2021	17:08:25	"CO2"	1.456	3.7854	0.813
tcd13.CHR	02/02/2021	17:13:40	"CO2"	1.456	3.6580	0.779
tcd14.CHR	02/02/2021	17:18:54	"CO2"	1.453	4.7748	0.939
tcd15.CHR	02/02/2021	17:24:08	"CO2"	1.466	3.8400	0.811
tcd16.CHR	02/03/2021	09:23:35	"CO2"	1.460	5.0648	1.087
tcd17.CHR	02/03/2021	09:28:49	"CO2"	1.470	5.2988	1.172
tcd18.CHR	02/03/2021	09:34:04	"CO2"	1.466	4.6440	0.988
tcd19.CHR	02/03/2021	09:39:19	"CO2"	1.473	5.6332	1.209
tcd20.CHR	02/03/2021	09:44:34	"CO2"	1.483	5.5076	1.104
tcd21.CHR	02/03/2021	09:49:49	"CO2"	1.483	5.4168	1.104
tcd22.CHR	02/03/2021	09:55:05	"CO2"	1.483	5.3946	1.100
tcd23.CHR	02/03/2021	10:00:20	"CO2"	1.486	4.5260	0.866
tcd24.CHR	02/03/2021	10:05:36	"CO2"	1.483	6.7376	1.313
tcd25.CHR	02/03/2021	10:10:51	"CO2"	1.480	7.0256	1.511
tcd26.CHR	02/03/2021	10:16:07	"CO2"	1.483	8.2444	1.644
tcd27.CHR	02/03/2021	10:21:23	"CO2"	1.483	6.8878	1.416
tcd28.CHR	02/03/2021	10:26:38	"CO2"	1.490	7.0760	1.412
tcd29.CHR	02/03/2021	10:31:54	"CO2"	1.490	6.4838	1.347
tcd30.CHR	02/03/2021	10:37:10	"CO2"	1.486	6.0492	1.261
tcd31.CHR	02/03/2021	10:42:25	"CO2"	1.493	6.8224	1.317
tcd32.CHR	02/03/2021	10:47:41	"CO2"	1.486	6.4928	1.353
tcd33.CHR	02/03/2021	10:52:56	"CO2"	1.486	6.2748	1.327
tcd34.CHR	02/03/2021	10:58:11	"CO2"	1.490	5.9088	1.152
tcd35.CHR	02/03/2021	11:03:27	"CO2"	1.490	6.3408	1.282
tcd36.CHR	02/03/2021	11:08:43	"CO2"	1.483	6.2972	1.246
tcd37.CHR	02/03/2021	11:13:58	"CO2"	1.490	6.4664	1.353
tcd38.CHR	02/03/2021	11:19:14	"CO2"	1.486	6.5526	1.353
tcd39.CHR	02/03/2021	11:24:29	"CO2"	1.483	5.6100	1.093
tcd40.CHR	02/03/2021	11:29:45	"CO2"	1.483	6.3452	1.339
tcd41.CHR	02/03/2021	11:35:01	"CO2"	1.480	5.2676	1.066
tcd42.CHR	02/03/2021	11:40:15	"CO2"	1.483	5.1706	1.120
tcd43.CHR	02/03/2021	11:45:29	"CO2"	1.480	5.2848	1.124
tcd44.CHR	02/03/2021	11:50:43	"CO2"	1.476	5.3816	1.160
tcd45.CHR	02/03/2021	11:55:56	"CO2"	1.473	5.3034	1.077
tcd46.CHR	02/03/2021	12:01:10	"CO2"	1.480	4.8108	0.984
tcd47.CHR	02/03/2021	12:06:24	"CO2"	1.480	4.5636	1.036
tcd48.CHR	02/03/2021	12:11:38	"CO2"	1.466	5.9096	1.248
tcd49.CHR	02/03/2021	12:16:52	"CO2"	1.483	5.6420	1.175
tcd50.CHR	02/03/2021	12:22:06	"CO2"	1.483	5.6142	1.192
tcd51.CHR	02/03/2021	12:29:07	"CO2"	1.486	29.1156	6.437
tcd52.CHR	02/03/2021	12:34:22	"CO2"	1.483	56.2236	12.488
tcd53.CHR	02/03/2021	12:39:36	"CO2"	1.483	117.3490	26.017
tcd54.CHR	02/03/2021	12:44:51	"CO2"	1.486	3.6508	0.744
tcd55.CHR	02/03/2021	12:50:05	"CO2"	1.473	4.1196	0.828
tcd56.CHR	02/03/2021	12:55:20	"CO2"	1.483	4.2130	0.871
tcd57.CHR	02/03/2021	13:00:34	"CO2"	1.490	4.9788	0.987
tcd58.CHR	02/03/2021	13:05:49	"CO2"	1.486	6.5960	1.426
tcd59.CHR	02/03/2021	13:11:04	"CO2"	1.483	5.6324	1.169
tcd60.CHR	02/03/2021	13:16:19	"CO2"	1.480	5.6852	1.173
tcd61.CHR	02/03/2021	13:21:33	"CO2"	1.483	5.4322	1.170
tcd62.CHR	02/03/2021	13:27:02	"CO2"	1.490	5.9810	1.260
tcd63.CHR	02/03/2021	13:32:17	"CO2"	1.490	5.3332	1.167
tcd64.CHR	02/03/2021	13:37:32	"CO2"	1.483	5.4356	1.120
tcd65.CHR	02/03/2021	13:42:47	"CO2"	1.486	5.0592	1.002
tcd66.CHR	02/03/2021	13:48:02	"CO2"	1.480	5.9388	1.184
tcd67.CHR	02/03/2021	13:53:17	"CO2"	1.493	5.6740	1.203
tcd68.CHR	02/03/2021	13:58:32	"CO2"	1.483	5.8632	1.281
tcd69.CHR	02/03/2021	14:03:47	"CO2"	1.476	4.5762	0.898
tcd70.CHR	02/03/2021	14:09:03	"CO2"	1.486	5.4674	1.107
tcd71.CHR	02/03/2021	14:14:18	"CO2"	1.483	6.4820	1.267
tcd72.CHR	02/03/2021	14:19:33	"CO2"	1.483	6.3484	1.373
tcd73.CHR	02/03/2021	14:24:49	"CO2"	1.486	2.5268	0.568
tcd74.CHR	02/03/2021	14:30:04	"CO2"	1.486	4.9414	1.045
tcd75.CHR	02/03/2021	14:35:18	"CO2"	1.483	5.0160	0.964
tcd76.CHR	02/03/2021	14:40:33	"CO2"	1.486	4.7092	0.971
tcd77.CHR	02/03/2021	14:46:23	"CO2"	1.493	5.6692	1.205
tcd78.CHR	02/03/2021	14:51:37	"CO2"	1.493	4.2008	0.881
